Data;Hora (Local);Temp. Med. (C);Temp. Max. (C);Temp. Min. (C);Umi. Med. (%);Umi. Max. (%);Umi. Min. (%);Pto Orvalho Med. (C);Pto Orvalho Max. (C);Pto Orvalho Min. (C);Pressao Tend. (hPa);Pressao Max. (hPa);Pressao Min. (hPa);Vel. Vento (m/s);Dir. Vento (graus);Raj. Vento (m/s);Radiacao (KJ/m²);Chuva (mm)
01/10/2023;000;17.3;17.4;17.3;93;93;92;16.1;16.2;16.1;-0.68;1015.58;1014.9;2.2;179;11.3;;0.8
01/10/2023;100;17.4;17.4;17.4;91.5;92;91;16;16.1;15.9;-0.68;1014.9;1014.22;0.5;219;6.4;;0.0
01/10/2023;200;17.4;17.6;17.4;90.4;91;88;15.8;15.9;15.6;-1.02;1014.22;1012.87;0;158;0;;0.0
01/10/2023;300;17.9;18.3;17.6;84.9;88;82;15.4;15.7;14.9;0.34;1013.55;1012.87;1.7;186;9.7;;0.0
01/10/2023;400;18;18.3;17.8;83.6;85;82;15.2;15.3;14.9;0;1013.55;1013.21;4.7;161;12.9;;0.0
01/10/2023;500;18.2;18.5;18;81.6;83;80;15;15.2;14.8;0;1013.55;1013.21;0.9;155;12.9;;0.0
01/10/2023;600;18.6;18.8;18.5;78.8;80;78;14.8;15;14.8;0.68;1014.22;1013.55;5.8;191;17.7;;0.0
01/10/2023;700;19;19.2;18.8;77.8;78;77;15;15.2;14.8;0.34;1014.56;1014.22;9.1;192;30.6;;0.0
01/10/2023;800;19.6;20.1;19.1;76;77;75;15.2;15.6;14.9;0.34;1014.9;1014.22;9.6;195;20.9;;0.0
01/10/2023;900;20.8;21.6;19.5;72.5;76;71;15.6;16.1;15.1;0.34;1015.24;1014.9;12.1;199;25.7;;0.0
01/10/2023;1000;21.1;22.5;20.3;71.4;74;68;15.8;16.4;15.2;-0.34;1015.58;1014.9;11.3;202;24.1;;0.0
01/10/2023;1100;22.7;23.2;22.3;66.4;69;65;16.2;16.5;15.8;-0.68;1014.9;1014.22;9.5;228;20.9;;0.0
01/10/2023;1200;23.2;24.1;22.7;64.2;66;61;16;16.3;15.7;-0.68;1014.22;1013.55;10.1;238;22.5;;0.0
01/10/2023;1300;23.8;24.3;23.5;61.7;63;61;16;16.4;15.6;-1.03;1013.55;1012.53;8.8;246;20.9;;0.0
01/10/2023;1400;23.1;24.1;22.1;64.4;67;62;16;16.4;15.6;0;1012.87;1012.19;10;266;22.5;;0.0
01/10/2023;1500;21.8;22.4;20.9;67.9;70;66;15.6;15.9;15.2;0;1012.87;1012.53;11.5;262;25.7;;0.0
01/10/2023;1600;20.3;21.1;19.6;70.9;72;70;14.9;15.4;14.2;0.34;1012.87;1012.19;12.2;251;25.7;;0.0
01/10/2023;1700;18.9;19.6;18.6;74.8;76;71;14.3;14.4;14.2;0;1012.87;1012.87;11.6;269;24.1;;0.0
01/10/2023;1800;18.3;18.6;18.3;76.9;77;76;14.2;14.4;14.2;0.68;1013.55;1012.87;9.6;258;22.5;;0.0
01/10/2023;1900;18.2;18.3;18;76.5;77;76;14;14.2;13.9;0.68;1014.22;1013.55;8.2;252;19.3;;0.0
01/10/2023;2000;17.9;18;17.8;77;77;77;13.8;13.9;13.7;0.34;1014.9;1014.22;5.9;252;16.1;;0.0
01/10/2023;2100;17.6;17.8;17.4;77.4;78;77;13.6;13.7;13.5;0.68;1015.24;1014.56;5;246;14.5;;0.0
01/10/2023;2200;17.3;17.4;17.2;77.9;78;77;13.4;13.5;13.2;0;1015.24;1014.9;4;229;12.9;;0.0
01/10/2023;2300;17.2;17.2;17.1;76.4;77;76;13;13.2;12.8;-0.34;1015.24;1014.9;5.2;170;12.9;;0.0
02/10/2023;000;17;17.1;17;75.1;76;75;12.6;12.8;12.6;-0.68;1014.9;1014.22;4;185;12.9;;0.0
02/10/2023;100;17;17;17;73.5;75;73;12.2;12.6;12.1;-0.68;1014.22;1013.55;3.6;205;12.9;;0.0
02/10/2023;200;16.8;17;16.8;73;73;73;12;12.1;11.9;-0.68;1013.55;1012.87;2.9;173;12.9;;0.0
02/10/2023;300;16.7;16.8;16.6;72.6;73;72;11.7;11.9;11.6;0;1012.87;1012.53;1.7;200;11.3;;0.0
02/10/2023;400;16.6;16.6;16.6;72;72;72;11.6;11.6;11.6;0;1012.87;1012.87;1.2;168;8;;0.0
02/10/2023;500;16.6;16.6;16.6;72;72;72;11.6;11.6;11.6;0.34;1013.21;1012.87;0.3;274;8;;0.0
02/10/2023;600;16.8;17.4;16.6;71.5;72;71;11.7;12.1;11.5;0.68;1013.88;1013.21;0.7;244;9.7;;0.0
02/10/2023;700;17.6;18.1;17.4;71.2;72;71;12.3;12.8;12.1;0;1014.22;1013.88;1.2;262;9.7;;0.0
02/10/2023;800;17.8;18.4;17.6;71.2;72;70;12.5;12.9;12.3;0.34;1014.22;1013.88;2.1;255;12.9;;0.0
02/10/2023;900;18.8;19.5;18.2;68.8;70;67;13;13.4;12.7;0;1014.22;1013.88;3.6;262;14.5;;0.0
02/10/2023;1000;18.8;19.2;18.5;69.1;70;68;13;13.4;12.7;-0.34;1014.22;1013.88;2;257;11.3;;0.0
02/10/2023;1100;18.5;18.7;18.4;69.1;70;68;12.7;13;12.6;0;1014.22;1013.55;5.2;259;16.1;;0.0
02/10/2023;1200;18.3;18.5;18.2;67.3;69;66;12.2;12.7;11.8;-0.68;1013.88;1013.21;6.8;264;19.3;;0.0
