DATA,TMED,CHUVA
2023-01-01,nan,nan
2023-01-02,nan,nan
2023-01-03,nan,nan
2023-01-04,nan,nan
2023-01-05,nan,nan
2023-01-06,nan,nan
2023-01-07,nan,nan
2023-01-08,nan,nan
2023-01-09,nan,nan
2023-01-10,nan,nan
2023-01-11,nan,nan
2023-01-12,nan,nan
2023-01-13,nan,nan
2023-01-14,nan,nan
2023-01-15,nan,nan
2023-01-16,nan,nan
2023-01-17,nan,nan
2023-01-18,nan,nan
2023-01-19,nan,nan
2023-01-20,nan,nan
2023-01-21,nan,nan
2023-01-22,nan,nan
2023-01-23,nan,nan
2023-01-24,nan,nan
2023-01-25,nan,nan
2023-01-26,nan,nan
2023-01-27,nan,nan
2023-01-28,nan,nan
2023-01-29,nan,nan
2023-01-30,nan,nan
2023-01-31,nan,nan
2023-02-01,nan,nan
2023-02-02,nan,nan
2023-02-03,nan,nan
2023-02-04,nan,nan
2023-02-05,nan,nan
2023-02-06,nan,nan
2023-02-07,nan,nan
2023-02-08,nan,nan
2023-02-09,nan,nan
2023-02-10,nan,nan
2023-02-11,nan,nan
2023-02-12,nan,nan
2023-02-13,nan,nan
2023-02-14,nan,nan
2023-02-15,nan,nan
2023-02-16,nan,nan
2023-02-17,nan,nan
2023-02-18,nan,nan
2023-02-19,nan,nan
2023-02-20,nan,nan
2023-02-21,nan,nan
2023-02-22,nan,nan
2023-02-23,nan,nan
2023-02-24,nan,nan
2023-02-25,nan,nan
2023-02-26,nan,nan
2023-02-27,nan,nan
2023-02-28,nan,nan
2023-03-01,nan,nan
2023-03-02,nan,nan
2023-03-03,nan,nan
2023-03-04,nan,nan
2023-03-05,nan,nan
2023-03-06,nan,nan
2023-03-07,nan,nan
2023-03-08,nan,nan
2023-03-09,nan,nan
2023-03-10,nan,nan
2023-03-11,nan,nan
2023-03-12,nan,nan
2023-03-13,27.073333333333334,14.000000000000002
2023-03-14,25.420833333333334,72.6
2023-03-15,nan,nan
2023-03-16,nan,nan
2023-03-17,nan,nan
2023-03-18,nan,nan
2023-03-19,nan,nan
2023-03-20,nan,nan
2023-03-21,nan,nan
2023-03-22,nan,nan
2023-03-23,nan,nan
2023-03-24,nan,nan
2023-03-25,nan,nan
2023-03-26,nan,nan
2023-03-27,nan,nan
2023-03-28,nan,nan
2023-03-29,nan,nan
2023-03-30,nan,nan
2023-03-31,26.76,69.3
